,maxO3,T6,T9,T12,T15,T18,Ne6,Ne9,Ne12,Ne15,Ne18,Vdir6,Vvit6,Vdir9,Vvit9,Vdir12,Vvit12,Vdir15,Vvit15,Vdir18,Vvit18,Vx,maxO3v,maxO3l
280,73.6,10.6,15.1,17.6,17.0,16.7,7.0,7.0,6.0,5.0,3.0,360.0,2.0,20.0,5.0,360.0,8.0,20.0,7.0,350.0,7.0,0.0,58.2,62.0
281,62.0,12.1,16.8,19.6,20.6,18.7,3.0,7.0,6.0,4.0,5.0,320.0,4.0,340.0,5.0,340.0,6.0,350.0,6.0,360.0,6.0,-2.0521,73.6,56.0
282,56.0,11.1,17.7,19.2,18.6,17.5,1.0,5.0,7.0,8.0,8.0,280.0,3.0,280.0,3.0,260.0,5.0,260.0,5.0,260.0,4.0,-4.924,62.0,70.8
283,70.8,15.5,18.0,20.5,21.6,20.9,8.0,7.0,5.0,2.0,1.0,330.0,3.0,340.0,5.0,340.0,6.0,360.0,6.0,10.0,6.0,-2.0521,56.0,73.0
284,73.0,14.2,15.3,17.4,22.8,21.3,8.0,8.0,8.0,1.0,1.0,10.0,3.0,340.0,2.0,300.0,2.0,290.0,2.0,20.0,6.0,-1.7321,70.8,54.8
285,54.8,13.0,15.4,18.6,22.2,20.9,8.0,7.0,7.0,7.0,6.0,300.0,2.0,320.0,5.0,20.0,3.0,330.0,2.0,40.0,4.0,1.0261,73.0,33.6
286,33.6,17.3,19.1,21.0,22.1,22.8,7.0,7.0,7.0,7.0,6.0,290.0,2.0,300.0,1.0,310.0,2.0,310.0,2.0,0.0,0.0,-1.5321,54.8,57.2
287,57.2,17.0,18.6,23.1,26.2,24.1,8.0,7.0,3.0,1.0,2.0,40.0,3.0,30.0,2.0,350.0,2.0,350.0,3.0,20.0,6.0,-0.3473,33.6,96.4
288,96.4,17.7,19.5,24.4,26.8,27.3,8.0,7.0,6.0,6.0,4.0,20.0,3.0,30.0,3.0,60.0,4.0,30.0,4.0,70.0,5.0,3.4641,57.2,105.6
289,105.6,15.4,20.5,24.5,27.0,26.3,0.0,0.0,0.0,0.0,1.0,70.0,5.0,70.0,6.0,70.0,7.0,60.0,7.0,70.0,6.0,6.5778,96.4,114.4
290,114.4,15.3,22.0,25.9,28.6,28.2,1.0,0.0,0.0,0.0,0.0,80.0,4.0,80.0,5.0,80.0,5.0,70.0,5.0,60.0,6.0,4.924,105.6,119.8
291,119.8,15.2,22.7,27.2,29.3,28.4,1.0,2.0,2.0,0.0,1.0,40.0,2.0,70.0,2.0,70.0,5.0,70.0,4.0,80.0,4.0,4.6985,114.4,126.2
292,126.2,15.2,22.9,26.9,29.5,29.0,3.0,3.0,2.0,1.0,1.0,90.0,1.0,100.0,3.0,100.0,4.0,80.0,2.0,110.0,3.0,3.9392,119.8,151.4
293,151.4,14.1,24.2,29.2,31.0,30.3,1.0,3.0,1.0,1.0,1.0,0.0,0.0,130.0,2.0,40.0,2.0,180.0,2.0,340.0,1.0,1.2856,126.2,143.2
294,143.2,14.8,24.5,31.3,31.9,30.9,2.0,2.0,1.0,1.0,0.0,0.0,0.0,160.0,1.0,100.0,2.0,120.0,4.0,130.0,3.0,1.9696,151.4,134.4
295,134.4,18.2,27.1,32.2,33.8,33.6,0.0,0.0,1.0,1.0,1.0,120.0,3.0,130.0,5.0,130.0,4.0,200.0,5.0,180.0,3.0,3.0642,143.2,117.8
296,117.8,16.7,21.0,25.7,26.4,22.7,1.0,4.0,2.0,5.0,6.0,230.0,2.0,280.0,3.0,280.0,5.0,300.0,5.0,20.0,5.0,-4.924,134.4,69.0
297,69.0,16.0,19.6,22.1,22.7,20.0,7.0,6.0,5.0,3.0,2.0,290.0,3.0,320.0,5.0,340.0,5.0,350.0,6.0,10.0,6.0,-1.7101,117.8,103.6
298,103.6,12.5,20.7,24.6,26.0,23.7,1.0,1.0,5.0,3.0,1.0,340.0,1.0,70.0,3.0,110.0,3.0,60.0,4.0,20.0,7.0,2.8191,69.0,127.8
299,127.8,13.5,19.9,25.5,27.8,24.3,3.0,2.0,3.0,3.0,2.0,350.0,2.0,40.0,4.0,50.0,5.0,30.0,5.0,10.0,8.0,3.8302,103.6,67.2
300,67.2,16.3,18.8,22.4,23.5,22.2,7.0,7.0,6.0,7.0,5.0,10.0,2.0,360.0,5.0,10.0,5.0,340.0,6.0,10.0,6.0,0.8682,127.8,46.2
301,46.2,14.4,19.2,22.7,23.3,23.3,6.0,4.0,7.0,7.0,6.0,340.0,2.0,350.0,2.0,300.0,3.0,280.0,4.0,250.0,4.0,-2.5981,67.2,65.6
302,65.6,17.7,19.3,24.2,25.5,22.0,8.0,7.0,6.0,6.0,7.0,210.0,4.0,250.0,3.0,260.0,4.0,270.0,5.0,20.0,3.0,-3.9392,46.2,66.8
303,66.8,17.1,19.4,21.0,24.3,23.8,8.0,7.0,7.0,5.0,4.0,310.0,3.0,320.0,4.0,280.0,2.0,260.0,4.0,280.0,4.0,-1.9696,65.6,56.4
304,56.4,12.6,20.2,21.0,23.9,22.4,1.0,7.0,8.0,4.0,7.0,200.0,2.0,280.0,4.0,300.0,5.0,220.0,6.0,260.0,4.0,-4.3301,66.8,69.2
305,69.2,17.0,19.5,21.6,22.1,21.4,7.0,7.0,5.0,7.0,5.0,330.0,2.0,320.0,4.0,310.0,6.0,310.0,5.0,20.0,4.0,-4.5963,56.4,61.6
306,61.6,13.4,18.0,19.4,21.5,19.9,4.0,6.0,7.0,7.0,1.0,310.0,2.0,330.0,3.0,340.0,6.0,340.0,5.0,360.0,7.0,-2.0521,69.2,104.8
307,104.8,10.3,18.8,22.7,24.4,22.9,1.0,1.0,5.0,3.0,0.0,270.0,1.0,40.0,3.0,40.0,4.0,40.0,4.0,10.0,6.0,2.5712,61.6,131.0
308,131.0,14.5,23.2,26.4,27.7,26.9,0.0,0.0,0.0,2.0,5.0,100.0,2.0,120.0,5.0,110.0,5.0,140.0,5.0,130.0,4.0,4.6985,104.8,108.6
309,108.6,14.3,22.7,26.9,24.1,24.1,3.0,7.0,7.0,7.0,7.0,0.0,0.0,130.0,2.0,200.0,6.0,190.0,4.0,250.0,5.0,-2.0521,131.0,77.6
310,77.6,17.4,16.5,21.6,23.0,20.2,8.0,4.0,2.0,2.0,1.0,240.0,3.0,280.0,4.0,300.0,5.0,320.0,6.0,340.0,6.0,-4.3301,108.6,73.6
311,73.6,8.9,17.1,20.4,23.0,20.4,0.0,3.0,3.0,2.0,1.0,0.0,0.0,340.0,3.0,350.0,3.0,330.0,3.0,50.0,6.0,-0.5209,77.6,89.4
312,89.4,9.8,19.0,24.7,26.8,23.7,3.0,6.0,2.0,6.0,7.0,0.0,0.0,180.0,3.0,210.0,5.0,240.0,4.0,240.0,4.0,-2.5,73.6,48.0
313,48.0,16.9,17.8,18.7,20.7,20.7,8.0,8.0,8.0,7.0,7.0,180.0,4.0,190.0,4.0,190.0,5.0,220.0,5.0,210.0,6.0,-0.8682,89.4,63.6
314,63.6,16.8,18.9,20.8,21.4,19.5,8.0,7.0,7.0,6.0,7.0,210.0,6.0,220.0,3.0,230.0,5.0,240.0,5.0,240.0,5.0,-3.8302,48.0,63.0
315,63.0,14.5,17.8,19.8,21.1,18.6,6.0,7.0,6.0,6.0,3.0,220.0,3.0,260.0,7.0,310.0,6.0,310.0,8.0,320.0,9.0,-4.5963,63.6,77.0
316,77.0,13.2,18.0,20.2,22.6,20.7,1.0,5.0,6.0,4.0,1.0,280.0,3.0,330.0,6.0,350.0,5.0,340.0,6.0,10.0,6.0,-0.8682,63.0,106.8
317,106.8,14.8,16.9,22.3,24.2,22.3,8.0,7.0,4.0,3.0,1.0,310.0,2.0,330.0,3.0,340.0,3.0,20.0,6.0,10.0,5.0,-1.0261,77.0,106.6
318,106.6,12.4,19.3,23.6,25.2,23.0,0.0,0.0,4.0,1.0,0.0,300.0,1.0,340.0,3.0,20.0,4.0,10.0,4.0,30.0,5.0,1.3681,106.8,106.4
319,106.4,13.5,14.5,20.5,25.4,25.2,9.0,8.0,4.0,1.0,1.0,40.0,1.0,40.0,1.0,60.0,2.0,90.0,2.0,350.0,3.0,1.7321,106.6,118.6
320,118.6,13.2,21.8,27.2,28.7,28.4,0.0,0.0,2.0,3.0,1.0,170.0,1.0,140.0,1.0,120.0,1.0,90.0,2.0,90.0,2.0,0.866,106.4,134.2
321,134.2,13.5,22.3,29.5,30.6,29.3,0.0,1.0,2.0,1.0,0.0,0.0,0.0,160.0,1.0,170.0,3.0,140.0,3.0,140.0,3.0,0.5209,118.6,143.0
322,143.0,17.0,25.2,29.6,31.1,29.7,0.0,0.0,0.0,0.0,0.0,120.0,2.0,150.0,3.0,150.0,4.0,120.0,3.0,110.0,2.0,2.0,134.2,131.2
323,131.2,16.1,25.0,31.6,31.4,24.2,1.0,0.0,2.0,6.0,7.0,0.0,0.0,140.0,2.0,120.0,3.0,250.0,3.0,20.0,4.0,2.5981,143.0,93.6
324,93.6,17.5,18.9,22.2,24.8,20.5,7.0,7.0,7.0,7.0,4.0,300.0,2.0,330.0,2.0,360.0,1.0,230.0,2.0,30.0,3.0,0.0,131.2,64.8
325,64.8,13.9,16.4,21.7,24.0,20.9,7.0,6.0,6.0,5.0,4.0,310.0,2.0,330.0,1.0,330.0,4.0,320.0,3.0,20.0,5.0,-2.0,93.6,71.8
326,71.8,11.6,19.3,23.1,23.3,20.4,1.0,1.0,6.0,6.0,7.0,180.0,1.0,200.0,6.0,210.0,7.0,220.0,9.0,210.0,7.0,-3.5,64.8,60.0
327,60.0,18.1,17.9,21.4,22.1,19.5,7.0,3.0,5.0,4.0,6.0,240.0,5.0,280.0,7.0,240.0,7.0,230.0,8.0,240.0,6.0,-6.0622,71.8,67.2
328,67.2,14.0,17.6,21.7,20.3,17.4,7.0,7.0,7.0,6.0,6.0,230.0,4.0,260.0,5.0,260.0,7.0,270.0,6.0,310.0,3.0,-6.8937,60.0,79.2
329,79.2,13.4,17.7,20.2,22.0,19.9,2.0,4.0,4.0,5.0,5.0,230.0,3.0,260.0,4.0,280.0,4.0,270.0,4.0,260.0,6.0,-3.9392,67.2,61.2
330,61.2,10.1,16.9,20.3,20.8,17.4,1.0,2.0,4.0,6.0,7.0,280.0,1.0,280.0,2.0,300.0,3.0,310.0,2.0,330.0,3.0,-2.5981,79.2,60.4
331,60.4,11.2,15.8,18.3,18.8,16.7,3.0,5.0,6.0,6.0,4.0,280.0,1.0,330.0,3.0,40.0,6.0,330.0,5.0,310.0,1.0,3.8567,61.2,87.4
332,87.4,11.6,15.1,17.9,20.0,17.7,5.0,7.0,7.0,3.0,1.0,270.0,2.0,290.0,4.0,330.0,4.0,340.0,7.0,340.0,6.0,-2.0,60.4,75.0
333,75.0,12.6,16.1,18.9,19.2,17.3,4.0,7.0,7.0,6.0,6.0,290.0,3.0,340.0,6.0,340.0,6.0,340.0,8.0,340.0,6.0,-2.0521,87.4,64.8
334,64.8,11.7,15.9,18.3,18.6,17.7,5.0,7.0,6.0,7.0,7.0,320.0,3.0,340.0,3.0,360.0,4.0,360.0,5.0,10.0,3.0,0.0,75.0,74.4
335,74.4,11.0,17.2,20.5,19.3,16.2,3.0,4.0,5.0,5.0,7.0,280.0,1.0,340.0,4.0,360.0,5.0,10.0,6.0,360.0,6.0,0.0,64.8,87.8
336,87.8,8.4,15.5,19.7,21.7,19.4,7.0,5.0,5.0,5.0,1.0,290.0,2.0,50.0,2.0,60.0,3.0,70.0,5.0,20.0,5.0,2.5981,74.4,96.0
337,96.0,8.5,16.4,21.1,22.6,19.1,5.0,1.0,2.0,3.0,1.0,270.0,1.0,50.0,2.0,40.0,4.0,70.0,6.0,20.0,6.0,2.5712,87.8,102.8
338,102.8,8.7,17.2,20.7,22.2,21.5,3.0,2.0,4.0,1.0,0.0,330.0,2.0,50.0,4.0,50.0,5.0,50.0,7.0,70.0,6.0,3.8302,96.0,112.6
339,112.6,12.2,18.6,24.7,27.1,24.2,0.0,0.0,0.0,1.0,0.0,10.0,2.0,50.0,3.0,70.0,6.0,80.0,5.0,30.0,6.0,5.6382,102.8,99.6
340,99.6,12.8,16.7,22.3,24.8,21.8,4.0,0.0,0.0,0.0,0.0,10.0,3.0,80.0,2.0,10.0,3.0,50.0,4.0,350.0,5.0,0.5209,112.6,110.2
341,110.2,9.6,17.7,23.8,25.1,22.5,0.0,0.0,0.0,0.0,0.0,290.0,1.0,90.0,1.0,60.0,2.0,60.0,3.0,10.0,4.0,1.7321,99.6,103.8
342,103.8,9.2,17.5,21.8,22.9,21.5,0.0,0.0,0.0,0.0,0.0,20.0,1.0,100.0,3.0,70.0,5.0,40.0,3.0,50.0,4.0,4.6985,110.2,96.8
343,96.8,8.6,16.8,19.0,21.0,18.5,1.0,3.0,6.0,2.0,0.0,0.0,0.0,80.0,7.0,80.0,8.0,60.0,7.0,50.0,8.0,7.8785,103.8,78.8
344,78.8,12.9,16.2,19.1,21.1,18.6,6.0,4.0,2.0,3.0,1.0,40.0,3.0,40.0,5.0,30.0,6.0,30.0,7.0,40.0,7.0,3.0,96.8,57.2
345,57.2,13.1,15.1,17.3,18.8,16.3,7.0,8.0,8.0,6.0,7.0,360.0,2.0,30.0,4.0,30.0,5.0,20.0,6.0,30.0,6.0,2.5,78.8,74.4
346,74.4,11.8,15.8,18.7,17.4,16.6,4.0,7.0,7.0,8.0,6.0,40.0,3.0,70.0,3.0,70.0,5.0,50.0,5.0,20.0,4.0,4.6985,57.2,67.0
347,67.0,7.0,15.3,17.5,17.4,16.9,6.0,7.0,7.0,7.0,6.0,290.0,2.0,320.0,4.0,10.0,7.0,340.0,6.0,350.0,6.0,1.2155,74.4,66.8
348,66.8,7.4,14.7,16.9,17.5,15.1,2.0,2.0,1.0,1.0,1.0,310.0,1.0,30.0,5.0,10.0,6.0,360.0,6.0,20.0,6.0,1.0419,67.0,78.8
349,78.8,5.3,14.0,18.4,19.4,16.7,1.0,1.0,5.0,1.0,1.0,310.0,2.0,140.0,1.0,40.0,5.0,50.0,5.0,20.0,6.0,3.2139,66.8,89.6
350,89.6,5.9,14.5,20.7,22.9,20.8,1.0,0.0,1.0,0.0,0.0,300.0,1.0,170.0,2.0,120.0,4.0,110.0,5.0,110.0,3.0,3.4641,78.8,94.2
351,94.2,9.7,16.7,20.9,23.2,20.5,1.0,1.0,0.0,0.0,0.0,110.0,2.0,110.0,6.0,120.0,6.0,130.0,6.0,100.0,4.0,5.1962,89.6,100.0
352,100.0,9.8,16.1,21.6,23.9,20.9,2.0,1.0,2.0,2.0,0.0,100.0,3.0,100.0,4.0,90.0,6.0,100.0,5.0,100.0,3.0,6.0,94.2,90.4
353,90.4,10.3,14.5,17.9,20.2,18.8,4.0,1.0,6.0,7.0,8.0,100.0,4.0,110.0,5.0,90.0,5.0,110.0,5.0,90.0,6.0,5.0,100.0,45.6
354,45.6,10.3,12.0,14.3,13.8,12.1,2.0,5.0,8.0,7.0,8.0,40.0,6.0,50.0,6.0,40.0,6.0,30.0,6.0,300.0,4.0,3.8567,90.4,36.8
355,36.8,11.1,11.1,12.3,15.3,15.0,8.0,8.0,8.0,6.0,4.0,270.0,3.0,250.0,2.0,150.0,1.0,80.0,3.0,110.0,2.0,0.5,45.6,89.2
356,89.2,8.6,11.0,17.8,18.0,15.8,5.0,6.0,4.0,5.0,2.0,40.0,2.0,50.0,4.0,70.0,5.0,60.0,6.0,40.0,3.0,4.6985,36.8,72.2
357,72.2,12.3,14.1,14.0,15.2,13.7,8.0,7.0,7.0,7.0,8.0,340.0,3.0,40.0,4.0,360.0,3.0,20.0,6.0,10.0,3.0,0.0,89.2,66.4
358,66.4,9.0,12.3,18.0,18.5,16.3,7.0,7.0,7.0,7.0,7.0,310.0,1.0,0.0,0.0,230.0,2.0,270.0,3.0,250.0,2.0,-1.5321,72.2,83.0
359,83.0,5.4,12.1,19.3,19.3,17.5,6.0,5.0,5.0,8.0,7.0,0.0,0.0,200.0,1.0,200.0,2.0,260.0,1.0,250.0,3.0,-0.684,66.4,78.6
360,78.6,12.2,13.9,17.5,19.3,16.6,1.0,6.0,7.0,5.0,1.0,220.0,3.0,240.0,2.0,350.0,3.0,350.0,7.0,20.0,3.0,-0.5209,83.0,44.4
361,44.4,10.5,14.1,17.0,15.1,14.2,8.0,6.0,8.0,8.0,8.0,240.0,2.0,210.0,4.0,220.0,5.0,200.0,5.0,200.0,7.0,-3.2139,78.6,62.8
362,62.8,12.9,16.6,19.6,19.1,16.3,2.0,7.0,5.0,3.0,1.0,230.0,3.0,260.0,5.0,290.0,6.0,330.0,7.0,330.0,4.0,-5.6382,44.4,64.0
363,64.0,11.2,12.0,18.8,19.2,16.4,9.0,8.0,6.0,7.0,4.0,240.0,3.0,190.0,2.0,240.0,3.0,240.0,4.0,230.0,4.0,-2.5981,62.8,53.4
364,53.4,13.6,16.9,20.1,18.4,16.7,3.0,7.0,8.0,8.0,8.0,230.0,3.0,240.0,5.0,230.0,6.0,230.0,6.0,230.0,6.0,-4.5963,64.0,60.0
374,99.4,5.1,13.8,20.7,23.1,21.1,5.0,5.0,5.0,5.0,4.0,0.0,0.0,180.0,1.0,190.0,2.0,230.0,1.0,140.0,1.0,-0.3473,81.8,115.8
375,115.8,5.2,14.1,21.6,24.2,20.3,1.0,0.0,0.0,0.0,0.0,280.0,1.0,360.0,1.0,60.0,3.0,110.0,3.0,20.0,5.0,2.5981,99.4,127.4
376,127.4,4.3,14.2,19.8,19.5,15.3,1.0,0.0,0.0,0.0,0.0,300.0,2.0,350.0,2.0,20.0,5.0,340.0,8.0,10.0,6.0,1.7101,115.8,91.6
377,91.6,4.1,8.5,12.3,13.5,12.0,3.0,5.0,2.0,1.0,0.0,60.0,6.0,80.0,6.0,70.0,5.0,40.0,6.0,40.0,6.0,4.6985,127.4,89.0
378,89.0,3.1,9.0,12.9,14.8,12.8,0.0,1.0,3.0,1.0,0.0,30.0,3.0,90.0,5.0,60.0,6.0,50.0,6.0,20.0,6.0,5.1962,91.6,90.8
379,90.8,3.5,12.1,16.3,18.1,14.5,0.0,0.0,0.0,0.0,0.0,320.0,1.0,110.0,4.0,90.0,5.0,60.0,5.0,20.0,6.0,5.0,89.0,96.8
380,96.8,7.8,11.2,16.5,17.2,14.0,0.0,0.0,0.0,0.0,0.0,70.0,2.0,60.0,5.0,60.0,6.0,40.0,7.0,40.0,8.0,5.1962,90.8,84.0
381,84.0,4.1,9.5,13.1,16.3,15.1,0.0,0.0,0.0,0.0,0.0,60.0,4.0,90.0,5.0,60.0,6.0,70.0,7.0,90.0,5.0,5.1962,96.8,89.8
382,89.8,6.2,10.7,14.2,15.7,12.9,0.0,1.0,2.0,2.0,0.0,60.0,5.0,60.0,7.0,70.0,7.0,80.0,7.0,100.0,6.0,6.5778,84.0,108.6
383,108.6,4.7,12.6,15.8,17.8,16.6,0.0,0.0,0.0,0.0,0.0,30.0,3.0,90.0,6.0,100.0,7.0,70.0,5.0,70.0,5.0,6.8937,89.8,90.0
384,90.0,5.3,10.7,12.0,13.1,10.6,0.0,1.0,7.0,7.0,8.0,70.0,2.0,70.0,8.0,70.0,5.0,60.0,9.0,50.0,7.0,4.6985,108.6,103.8
385,103.8,2.8,8.0,10.9,12.6,11.9,0.0,1.0,0.0,0.0,0.0,40.0,4.0,80.0,9.0,70.0,9.0,60.0,8.0,60.0,7.0,8.4572,90.0,97.8
386,97.8,1.7,9.4,11.8,13.0,10.3,0.0,0.0,0.0,0.0,0.0,40.0,3.0,60.0,3.0,20.0,5.0,10.0,6.0,10.0,7.0,1.7101,103.8,104.2
387,104.2,0.0,10.0,13.6,14.4,12.6,0.0,1.0,1.0,5.0,6.0,310.0,1.0,60.0,3.0,80.0,1.0,30.0,3.0,30.0,4.0,0.9848,97.8,96.0
388,96.0,1.7,11.1,15.2,16.4,15.2,1.0,2.0,3.0,4.0,6.0,300.0,1.0,160.0,2.0,300.0,3.0,350.0,2.0,10.0,1.0,-2.5981,104.2,82.6
389,82.6,3.8,14.6,17.9,18.9,16.5,0.0,1.0,6.0,5.0,5.0,0.0,0.0,180.0,4.0,200.0,5.0,230.0,6.0,250.0,4.0,-1.7101,96.0,62.0
390,62.0,8.8,12.0,12.6,13.8,14.9,8.0,7.0,8.0,8.0,6.0,200.0,1.0,220.0,5.0,220.0,4.0,240.0,5.0,220.0,4.0,-2.5712,82.6,65.8
391,65.8,10.8,11.8,16.1,16.8,14.5,7.0,8.0,6.0,7.0,7.0,190.0,3.0,190.0,7.0,240.0,7.0,250.0,7.0,250.0,6.0,-6.0622,62.0,64.4
392,64.4,10.0,11.8,15.1,17.4,15.9,7.0,7.0,7.0,4.0,7.0,270.0,2.0,330.0,3.0,320.0,6.0,300.0,3.0,260.0,6.0,-3.8567,65.8,61.4
393,61.4,13.7,15.9,17.0,16.5,15.5,7.0,8.0,8.0,8.0,5.0,260.0,4.0,260.0,5.0,300.0,8.0,290.0,8.0,290.0,6.0,-6.9282,64.4,70.0
394,70.0,11.2,13.7,15.8,16.7,14.8,7.0,7.0,7.0,6.0,2.0,300.0,4.0,320.0,7.0,330.0,7.0,330.0,7.0,340.0,6.0,-3.5,61.4,86.4
429,72.6,10.2,15.9,19.2,20.7,19.5,1.0,4.0,3.0,4.0,1.0,220.0,2.0,220.0,2.0,220.0,3.0,240.0,5.0,230.0,2.0,-1.9284,76.2,79.2
430,79.2,10.9,20.3,22.6,24.9,24.4,2.0,7.0,7.0,5.0,5.0,0.0,0.0,110.0,3.0,130.0,3.0,100.0,3.0,70.0,3.0,2.2981,72.6,80.0
431,80.0,17.7,20.2,21.0,18.5,18.0,6.0,7.0,7.0,6.0,7.0,110.0,3.0,150.0,4.0,140.0,5.0,210.0,9.0,200.0,6.0,3.2139,79.2,73.4
432,73.4,16.6,20.6,24.7,27.8,25.8,7.0,8.0,6.0,4.0,7.0,160.0,5.0,200.0,6.0,180.0,8.0,200.0,10.0,210.0,7.0,0.0,80.0,55.4
433,55.4,17.0,18.8,20.1,22.8,21.9,8.0,7.0,7.0,6.0,2.0,180.0,4.0,200.0,6.0,240.0,8.0,220.0,5.0,260.0,4.0,-6.9282,73.4,58.2
434,58.2,15.6,13.4,18.4,21.4,19.9,2.0,7.0,6.0,3.0,2.0,200.0,5.0,260.0,6.0,260.0,5.0,240.0,7.0,240.0,5.0,-4.924,55.4,70.2
435,70.2,12.8,15.9,21.2,23.0,23.1,9.0,6.0,7.0,6.0,6.0,170.0,1.0,110.0,2.0,120.0,3.0,100.0,3.0,100.0,4.0,2.5981,58.2,81.6
436,81.6,18.5,20.3,19.9,23.1,23.5,7.0,8.0,8.0,7.0,8.0,90.0,5.0,120.0,5.0,120.0,5.0,140.0,4.0,170.0,4.0,4.3301,70.2,73.0
437,73.0,16.2,19.0,17.6,21.7,19.3,8.0,7.0,8.0,6.0,6.0,100.0,2.0,180.0,2.0,220.0,3.0,230.0,7.0,230.0,6.0,-1.9284,81.6,96.0
438,96.0,15.9,17.5,20.8,21.0,19.6,8.0,7.0,7.0,6.0,6.0,210.0,3.0,220.0,5.0,260.0,5.0,230.0,8.0,230.0,5.0,-4.924,73.0,97.8
439,97.8,15.9,18.3,17.6,16.9,17.6,7.0,7.0,8.0,8.0,8.0,210.0,3.0,220.0,4.0,240.0,4.0,210.0,4.0,240.0,3.0,-3.4641,96.0,67.6
440,67.6,13.8,16.4,19.1,17.8,17.2,7.0,7.0,7.0,7.0,6.0,250.0,3.0,280.0,5.0,270.0,4.0,310.0,3.0,10.0,3.0,-4.0,97.8,59.8
441,59.8,13.0,17.4,19.8,20.9,19.1,6.0,6.0,7.0,5.0,7.0,290.0,1.0,230.0,1.0,190.0,2.0,20.0,2.0,30.0,4.0,-0.3473,67.6,63.8
442,63.8,14.1,18.8,20.2,14.1,16.0,6.0,6.0,7.0,7.0,7.0,30.0,2.0,40.0,1.0,320.0,3.0,340.0,6.0,340.0,3.0,-1.9284,59.8,68.4
443,68.4,13.6,16.7,19.1,19.2,20.2,7.0,7.0,7.0,6.0,2.0,360.0,3.0,10.0,4.0,40.0,4.0,20.0,6.0,10.0,4.0,2.5712,63.8,72.8
444,72.8,9.8,15.5,21.4,19.7,19.1,9.0,1.0,1.0,8.0,6.0,0.0,0.0,230.0,1.0,260.0,1.0,300.0,4.0,230.0,1.0,-0.9848,68.4,62.6
445,62.6,12.2,15.8,16.4,15.2,15.9,8.0,6.0,8.0,8.0,7.0,210.0,1.0,290.0,4.0,290.0,5.0,260.0,7.0,240.0,6.0,-4.6985,72.8,57.6
446,57.6,12.4,14.9,14.9,15.8,16.7,7.0,8.0,8.0,8.0,7.0,190.0,4.0,200.0,6.0,220.0,7.0,210.0,8.0,240.0,6.0,-4.4995,62.6,57.4
447,57.4,13.0,16.7,14.0,16.9,15.0,5.0,7.0,6.0,5.0,7.0,240.0,4.0,230.0,6.0,270.0,5.0,230.0,7.0,260.0,5.0,-5.0,57.6,62.2
448,62.2,11.4,16.3,15.6,15.2,16.8,2.0,5.0,7.0,7.0,6.0,260.0,4.0,290.0,5.0,300.0,8.0,270.0,3.0,290.0,6.0,-6.9282,57.4,74.4
449,74.4,12.7,16.5,15.3,17.2,16.1,6.0,8.0,8.0,7.0,7.0,290.0,4.0,290.0,5.0,310.0,8.0,330.0,7.0,340.0,5.0,-6.1284,62.2,70.2
450,70.2,13.2,15.5,17.7,17.9,17.6,8.0,8.0,8.0,7.0,7.0,280.0,3.0,290.0,3.0,310.0,3.0,330.0,3.0,250.0,2.0,-2.2981,74.4,75.4
458,61.8,10.8,13.7,18.5,16.2,15.8,7.0,7.0,5.0,7.0,6.0,290.0,1.0,260.0,1.0,250.0,6.0,240.0,7.0,260.0,5.0,-5.6382,51.6,60.6
459,60.6,11.7,15.1,14.1,15.8,17.0,5.0,7.0,7.0,7.0,6.0,210.0,4.0,240.0,5.0,240.0,4.0,240.0,5.0,230.0,5.0,-3.4641,61.8,76.4
460,76.4,11.1,15.5,17.0,15.7,17.4,6.0,5.0,7.0,7.0,1.0,250.0,1.0,280.0,3.0,290.0,5.0,290.0,3.0,340.0,6.0,-4.6985,60.6,92.4
461,92.4,13.2,16.8,19.6,20.9,19.7,1.0,3.0,5.0,3.0,0.0,320.0,3.0,330.0,5.0,340.0,4.0,350.0,4.0,20.0,6.0,-1.3681,76.4,99.2
462,99.2,10.8,16.2,21.2,23.2,23.1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,40.0,2.0,330.0,2.0,10.0,3.0,30.0,5.0,-1.0,92.4,87.4
463,87.4,12.2,19.0,24.8,25.6,23.4,6.0,1.0,3.0,5.0,3.0,10.0,1.0,330.0,1.0,30.0,3.0,50.0,4.0,40.0,6.0,1.5,99.2,96.2
464,96.2,15.2,23.1,26.0,27.3,26.8,0.0,2.0,2.0,3.0,1.0,0.0,0.0,100.0,4.0,70.0,5.0,80.0,6.0,90.0,5.0,4.6985,87.4,89.4
465,89.4,17.0,22.7,25.0,26.3,25.6,0.0,0.0,1.0,2.0,2.0,20.0,2.0,60.0,6.0,70.0,6.0,60.0,5.0,70.0,6.0,5.6382,96.2,100.2
466,100.2,16.3,20.8,23.2,25.1,24.1,5.0,0.0,1.0,1.0,1.0,350.0,2.0,20.0,4.0,340.0,3.0,330.0,4.0,360.0,4.0,-1.0261,89.4,94.6
467,94.6,14.2,18.2,22.8,19.9,20.3,9.0,2.0,6.0,8.0,5.0,330.0,2.0,350.0,4.0,320.0,2.0,20.0,5.0,40.0,3.0,-1.2856,100.2,71.4
468,71.4,15.9,20.2,22.6,23.2,22.1,2.0,5.0,3.0,7.0,7.0,270.0,1.0,270.0,2.0,280.0,2.0,260.0,4.0,270.0,4.0,-1.9696,94.6,76.8
